cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,anio_ing_carr_act,sem_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,modalidad,jornada,version,tipo_plan_carr,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,nivel_carrera_2,requisito_ingreso,vigencia_carrera,valor_matricula,valor_arancel,codigo_demre,area_conocimiento,cine_f_13_area,cine_f_13_subarea,area_carrera_generica,acreditada_carr,acreditada_inst,acre_inst_desde_hasta,acre_inst_anio,costo_proceso_titulacion,costo_obtencion_titulo_diploma,forma_ingreso
2021,I10S4C16J1V2,10157321,1,199805,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,16,INGENIERIA COMERCIAL,Presencial,Diurno,2,Plan Regular,9,0,9,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,410000,3847420,39409,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,1- Ingreso Directo (regular)
2021,I10S4C19J1V1,10197230,1,199405,25 a 29 años,2013,1,2013,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,19,ODONTOLOGIA,Presencial,Diurno,1,Plan Regular,12,0,12,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,837000,7909160,39415,Salud,Salud y Bienestar,Salud,Odontología,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,0,1- Ingreso Directo (regular)
2021,I31S1C222J1V1,10197230,1,199405,25 a 29 años,2021,1,2021,1,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,1,CASA CENTRAL (TEMUCO),222,DIPLOMADO EN GESTION EN SALUD FAMILIAR,Semipresencial,Diurno,1,Plan Regular,1,0,1,La Araucanía,CAUTIN,TEMUCO,Postítulo,Diplomado (superior a un semestre),Postítulo,Título Profesional,VIGENTE CON ALUMNOS NUEVOS,150000,1300000,0,Salud,Administración de Empresas y Derecho,Educación Comercial y Administración,Postítulo en Salud,NO ACREDITADA,ACREDITADA,29/10/2019 AL 29/10/2023,4,0,0,1- Ingreso Directo (regular)
2021,I2S1C221J1V1,10283133,1,199507,25 a 29 años,2016,1,2016,1,Universidades,Universidades Privadas,Universidades Privadas,2,UNIVERSIDAD FINIS TERRAE,1,CASA CENTRAL (SANTIAGO),221,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,415000,4460000,40061,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,19/11/2019 AL 19/11/2023,4,450000,0,1- Ingreso Directo (regular)
2021,I23S2C3J1V1,10289971,1,199805,20 a 24 años,2017,1,2017,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,3,DERECHO,Presencial,Diurno,1,Plan Regular,10,1,11,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,668955,5817000,42003,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,65000,1- Ingreso Directo (regular)
2021,I86S1C29J1V1,10302002,2,199702,20 a 24 años,2015,1,2015,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,CASA CENTRAL,29,DERECHO,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137500,5740000,12021,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I78S5C305J1V1,10312622,2,200104,20 a 24 años,2020,1,2020,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,78,UNIVERSIDAD DE TALCA,5,CAMPUS SANTIAGO,305,PEDAGOGIA EN EDUCACION GENERAL BASICA CON MENCION EN ALEMAN,Presencial,Diurno,1,Plan Regular,8,1,8,Metropolitana,SANTIAGO,SAN JOAQUIN,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,187000,2573000,34069,Educación,Educación,Educación,Pedagogía en Educación Básica,ACREDITADA,ACREDITADA,27/11/2019 AL 27/11/2025,6,0,180900,1- Ingreso Directo (regular)
2021,I86S1C117J1V2,10327983,1,200204,15 a 19 años,2021,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,CASA CENTRAL,117,MEDICINA,Presencial,Diurno,2,Plan Regular,12,0,12,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137500,7352000,12058,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I20S1C289J1V1,10369996,2,199904,20 a 24 años,2019,1,2019,1,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,1,CASA CENTRAL (SANTIAGO),289,LICENCIATURA EN ASTRONOMIA,Presencial,Diurno,1,Plan Regular,8,0,8,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Licenciatura No Conducente a Título,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,389000,3860000,41012,Ciencias Básicas,"Ciencias naturales, matemáticas y estadística",Ciencias Físicas,Física y Astronomía,NO ACREDITADA,ACREDITADA,24/12/2017 AL 24/12/2022,5,0,58150,1- Ingreso Directo (regular)
2021,I10S4C18J1V1,10404227,1,199808,20 a 24 años,2017,1,2017,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,18,MEDICINA,Presencial,Diurno,1,Plan Regular,14,0,14,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,837000,7909160,39411,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,0,1- Ingreso Directo (regular)
2021,I10S4C18J1V1,10426571,2,199505,25 a 29 años,2016,1,2016,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,18,MEDICINA,Presencial,Diurno,1,Plan Regular,14,0,14,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,837000,7909160,39411,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,0,1- Ingreso Directo (regular)
2021,I676S0C0J1V1,10431611,2,199605,25 a 29 años,2021,1,2021,1,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,676,IP INSTITUTO INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS,0,SEDE SANTIAGO,0,ADMINISTRACION DE ARTES CULINARIAS Y SERVICIOS,Presencial,Diurno,1,Plan Regular,8,1,8,Metropolitana,SANTIAGO,LO BARNECHEA,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,559840,4737110,0,Administración y Comercio,Servicios,Servicios personales,Administración Gastronómica,SIN INFORMACION,ACREDITADA,09/03/2021 AL 09/03/2025,4,0,0,1- Ingreso Directo (regular)
2021,I39S8C9J1V1,10523124,2,199909,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,8,SEDE PATAGONIA (PUERTO MONTT),9,TECNOLOGIA MEDICA,Presencial,Diurno,1,Plan Regular,10,1,10,Los Lagos,LLANQUIHUE,PUERTO MONTT,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,185300,4106200,50230,Salud,Salud y Bienestar,Salud,Tecnología Médica,ACREDITADA,ACREDITADA,13/09/2016 AL 13/09/2021,5,0,126000,1- Ingreso Directo (regular)
2021,I76S1C93J1V1,10761381,2,200103,20 a 24 años,2020,1,2020,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),93,INGENIERIA CIVIL ELECTRICA,Presencial,Diurno,1,Plan Regular,12,0,12,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,128000,3391000,30077,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Eléctrica,NO ACREDITADA,ACREDITADA,28/11/2018 AL 28/11/2024,6,100000,50000,1- Ingreso Directo (regular)
2021,I76S1C11J1V1,10834299,2,199908,20 a 24 años,2018,1,2018,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),11,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,128000,3695000,30085,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,ACREDITADA,ACREDITADA,28/11/2018 AL 28/11/2024,6,100000,50000,1- Ingreso Directo (regular)
2021,I10S4C156J1V2,10935245,1,199907,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,156,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,2,Plan Regular,11,1,11,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,410000,3847420,39408,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,1- Ingreso Directo (regular)
2021,I10S6C182J1V2,11188358,2,199911,20 a 24 años,1900,0,2019,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,6,SEDE HUECHURABA,182,MEDICINA VETERINARIA,Presencial,Diurno,2,Plan Regular,10,1,10,Metropolitana,SANTIAGO,HUECHURABA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,450000,5073180,39119,Agropecuaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,Medicina Veterinaria,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,4 : Cambio externo
2021,I10S4C31J1V1,11220006,2,199810,20 a 24 años,2017,1,2017,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,31,PSICOLOGIA,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,414000,3884080,39419,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,Psicología,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,1- Ingreso Directo (regular)
2021,I76S1C296J1V1,11256719,1,199710,20 a 24 años,2017,1,2017,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),296,INGENIERIA CIVIL INFORMATICA,Presencial,Diurno,1,Plan Regular,12,0,12,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,128000,3391000,30095,Tecnología,Tecnología de la Información y la Comunicación (TIC),Tecnología de la Información y la Comunicación (TIC),Ingeniería Civil en Computación e Informática,NO ACREDITADA,ACREDITADA,28/11/2018 AL 28/11/2024,6,100000,50000,1- Ingreso Directo (regular)
2021,I10S4C608J5V1,11284573,2,199108,25 a 29 años,2020,2,2020,2,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,608,MAGISTER EN DERECHO PENAL Y PROCESO PENAL,Presencial,Otro,1,Plan Regular,4,1,5,La Araucanía,CAUTIN,TEMUCO,Postgrado,Magister,Magister,Título Profesional,VIGENTE SIN ALUMNOS NUEVOS,80000,2220000,0,Derecho,Administración de Empresas y Derecho,Derecho,Magister en Derecho,NO ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,200000,0,1- Ingreso Directo (regular)
2021,I117S1C2J4V1,11296887,2,199208,25 a 29 años,2021,1,2021,1,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,117,IP INSTITUTO SUPERIOR DE ARTES Y CIENCIAS DE LA COMUNICACION,1,CASA CENTRAL (SANTIAGO),2,INGENIERIA EN ADMINISTRACION DE EMPRESAS,No Presencial,A Distancia,1,Plan Regular,8,1,8,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,90000,1642000,0,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Administración de Empresas e Ing. Asociadas,SIN INFORMACION,ACREDITADA,09/10/2019 AL 09/10/2021,2,87000,0,1- Ingreso Directo (regular)
2021,I23S2C2J1V1,11311717,1,199805,20 a 24 años,2017,1,2017,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,2,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,1,Plan Regular de Continuidad,6,1,7,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Plan Común,VIGENTE CON ALUMNOS NUEVOS,668955,6398700,0,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,65000,1- Ingreso Directo (regular)
2021,I100S19C2J1V1,11327554,2,199806,20 a 24 años,2018,1,2018,1,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,19,SEDE APOQUINDO,2,DISEÑO GRAFICO PROFESIONAL,Presencial,Diurno,1,Plan Regular,8,0,8,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,Educación Media,VIGENTE SIN ALUMNOS NUEVOS,260000,2314000,0,Arte y Arquitectura,Artes y Humanidades,Artes,Diseño Gráfico,NO ACREDITADA,ACREDITADA,11/12/2016 AL 11/12/2022,6,36000,0,1- Ingreso Directo (regular)
2021,I86S5C515J1V1,11428516,1,199702,20 a 24 años,2015,1,2015,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,515,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE COMPUTACION",Presencial,Diurno,1,Plan Regular,12,0,12,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE SIN ALUMNOS NUEVOS,137500,7032000,12039,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I10S4C156J1V2,11451106,1,199812,20 a 24 años,2021,1,2021,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,156,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,2,Plan Regular,11,1,11,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,410000,3847420,39408,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,1- Ingreso Directo (regular)
2021,I10S4C16J1V2,11469551,1,199908,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,16,INGENIERIA COMERCIAL,Presencial,Diurno,2,Plan Regular,9,0,9,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,410000,3847420,39409,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,1- Ingreso Directo (regular)
2021,I86S5C131J1V2,11517543,1,200006,20 a 24 años,2019,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,131,INGENIERIA CIVIL,Presencial,Diurno,2,Plan Regular,11,0,11,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137500,7032000,12039,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",NO ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,2- Continuidad desde plan común o Bachillerato.
2021,I34S1C11J1V4,11602393,1,200003,20 a 24 años,2019,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),11,INGENIERIA CIVIL EN OBRAS CIVILES,Presencial,Diurno,4,Plan Regular de Continuidad,7,1,7,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Plan Común,VIGENTE CON ALUMNOS NUEVOS,465360,5962425,43013,Tecnología,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,Ingeniería Civil en Obras Civiles,ACREDITADA,ACREDITADA,13/12/2017 AL 13/12/2022,5,145425,0,2- Continuidad desde plan común o Bachillerato.
2021,I10S4C156J1V2,11645217,1,199706,20 a 24 años,2017,1,2017,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,156,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,2,Plan Regular,11,1,11,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,410000,3847420,39408,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,1- Ingreso Directo (regular)
2021,I70S1C3J1V1,11673255,1,199710,20 a 24 años,2016,1,2016,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,1,SANTIAGO,3,ARQUITECTURA,Presencial,Diurno,1,Plan Regular,12,0,12,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,149000,4472200,11001,Arte y Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,Arquitectura,ACREDITADA,ACREDITADA,22/12/2018 AL 22/12/2025,7,0,75000,1- Ingreso Directo (regular)
2021,I23S2C253J1V1,11681889,2,200107,15 a 19 años,2020,1,2020,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,253,"INGENIERIA CIVIL, PLAN COMUN",Presencial,Diurno,1,Plan Regular,4,0,4,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,668955,6398700,42002,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",NO ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,0,1- Ingreso Directo (regular)
2021,I76S1C275J1V1,11759884,1,199806,20 a 24 años,2017,1,2017,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),275,DERECHO,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,128000,4025000,30039,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,NO ACREDITADA,ACREDITADA,28/11/2018 AL 28/11/2024,6,100000,50000,1- Ingreso Directo (regular)
2021,I86S5C57J1V1,11788605,2,199811,20 a 24 años,2017,1,2017,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,57,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137500,6538000,12014,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,NO ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I76S1C10J1V1,11850228,2,200111,15 a 19 años,2021,1,2021,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),10,INGENIERIA CIVIL INDUSTRIAL MENCION INFORMATICA,Presencial,Diurno,1,Plan Regular,12,0,12,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,128000,3391000,30002,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,28/11/2018 AL 28/11/2024,6,100000,50000,1- Ingreso Directo (regular)
2021,I20S2C7J1V2,11871004,2,199608,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,2,SEDE CASONA DE LAS CONDES,7,PSICOLOGIA,Presencial,Diurno,2,Plan Regular,10,0,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,500000,5590000,41015,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,Psicología,NO ACREDITADA,ACREDITADA,24/12/2017 AL 24/12/2022,5,0,116300,1- Ingreso Directo (regular)
2021,I76S1C275J1V1,11876010,2,200010,20 a 24 años,2020,1,2020,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),275,DERECHO,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,128000,4025000,30039,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,NO ACREDITADA,ACREDITADA,28/11/2018 AL 28/11/2024,6,100000,50000,1- Ingreso Directo (regular)
2021,I88S1C14J1V2,11883610,2,200012,20 a 24 años,2020,1,2020,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,CAMPUS CASA CENTRAL VALPARAISO,14,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,2,Plan Regular,11,0,11,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,186000,4740000,15170,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,29/12/2016 AL 29/12/2022,6,92000,3200,1- Ingreso Directo (regular)
2021,I70S1C64J1V1,11886754,1,199907,20 a 24 años,2018,1,2018,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,1,SANTIAGO,64,INGENIERIA Y CIENCIAS - PLAN COMUN,Presencial,Diurno,1,Plan Regular,12,0,12,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE SIN ALUMNOS NUEVOS,149000,5995000,11045,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",ACREDITADA,ACREDITADA,22/12/2018 AL 22/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I10S7C289J3V1,11933544,1,199604,25 a 29 años,2020,1,2020,1,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,7,SEDE MANUEL MONTT,289,INGENIERIA EN ADMINISTRACION,Semipresencial,Semipresencial,1,Plan Regular,8,1,8,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE SIN ALUMNOS NUEVOS,271000,2600040,0,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Administración de Empresas e Ing. Asociadas,NO ACREDITADA,ACREDITADA,20/05/2015 AL 20/05/2020,5,0,178000,10- Otras formas de Ingreso
